iter	RMSE
121	0.01869463526
122	0.01869288018
123	0.01869166209
124	0.01869023842
125	0.01868850521
126	0.01868774705
127	0.01868642344
128	0.01868494196
129	0.01868355535
130	0.01868205551
131	0.01868105636
132	0.01867994108
133	0.01867910013
134	0.0186780275
135	0.01867711555
136	0.01867596143
137	0.01867519208
138	0.01867466064
139	0.01867305192
140	0.01867160595
141	0.01867052339
142	0.01866911904
143	0.01866867868
144	0.01866801306
145	0.01866710255
146	0.01866664287
147	0.01866546709
148	0.01866423071
149	0.0186632929
150	0.01866211496
151	0.01866129167
152	0.01866065993
153	0.01865987111
154	0.01865913728
155	0.01865849202
156	0.01865733428
157	0.01865683407
158	0.01865634194
159	0.0186557715
160	0.01865430512
161	0.01865353247
162	0.01865289088
163	0.01865246548
164	0.01865123935
165	0.01865060117
166	0.01865035597
167	0.01864997578
168	0.01864947984
169	0.01864926464
170	0.01864838214
171	0.01864767936
172	0.0186469495
173	0.01864638543
174	0.01864608528
175	0.01864511658
176	0.01864463256
177	0.01864434777
178	0.01864393919
179	0.01864332258
180	0.01864304265
181	0.01864236176
182	0.01864127674
183	0.01864003061
184	0.01863907847
185	0.01863841798
186	0.01863796585
187	0.01863737348
188	0.01863697566
189	0.01863631667
190	0.01863609674
191	0.01863539431
192	0.01863456912
193	0.0186337698
194	0.01863322039
195	0.01863296195
196	0.0186323138
197	0.01863177294
198	0.01863156789
199	0.01863127003
200	0.01863104926
201	0.01863080671
202	0.01863036539
203	0.01863003937
204	0.01862920135
205	0.01862863559
206	0.01862816075
207	0.01862746934
208	0.01862686083
209	0.01862642745
210	0.01862594843
211	0.01862487587
212	0.01862451426
213	0.0186242263
214	0.01862367084
215	0.01862289996
216	0.01862254363
217	0.01862180966
218	0.01862138346
219	0.01862070153
220	0.0186201658
221	0.01861936766
222	0.01861870211
223	0.01861852178
224	0.0186179522
225	0.01861763582
226	0.01861715324
227	0.01861683807
228	0.01861628607
229	0.01861539616
230	0.0186150562
231	0.01861435064
232	0.01861398956
233	0.01861372891
234	0.01861337786
235	0.0186131667
236	0.01861260784
237	0.01861230265
238	0.01861163403
239	0.0186114254
240	0.01861109814
241	0.01861087203
242	0.01861066681
243	0.01860995491
244	0.01860972154
245	0.01860922837
246	0.01860894426
247	0.01860851772
248	0.01860792307
249	0.01860772718
250	0.01860731426
251	0.01860686702
252	0.01860658746
253	0.01860594684
254	0.01860520611
255	0.01860440806
256	0.01860416792
257	0.01860367085
258	0.01860319361
259	0.01860298135
260	0.01860268774
261	0.01860224673
262	0.01860176967
263	0.01860154824
264	0.01860098138
265	0.01860076022
266	0.01860020446
267	0.01860001853
268	0.01859983687
269	0.01859959889
270	0.0185992798
271	0.01859880093
272	0.01859859272
273	0.0185982423
274	0.0185977145
275	0.01859742356
276	0.01859718976
277	0.01859695442
278	0.0185966454
279	0.01859626637
280	0.01859605787
281	0.01859557639
282	0.01859534386
283	0.01859506482
284	0.01859453442
285	0.01859407392
286	0.01859373858
287	0.01859325369
288	0.01859295609
289	0.01859273847
290	0.0185925572
291	0.01859224927
292	0.01859186131
293	0.01859167423
294	0.01859145256
295	0.01859099069
296	0.01859074074
297	0.01859046858
298	0.01859008018
299	0.01858934697
300	0.01858898728
301	0.01858858666
302	0.01858832789
303	0.01858768934
304	0.01858748025
305	0.0185870241
306	0.01858684729
307	0.018586613
308	0.01858640166
309	0.01858621938
310	0.01858562222
311	0.01858537648
312	0.01858506702
313	0.01858482341
314	0.01858439545
315	0.0185841716
316	0.01858392859
317	0.01858377782
318	0.01858331421
319	0.01858295577
320	0.01858259068
321	0.01858214852
322	0.01858174968
323	0.01858149846
324	0.01858131728
325	0.01858095838
326	0.01858076112
327	0.01858045097
328	0.01858025294
329	0.01857974217
330	0.01857938336
331	0.01857899789
332	0.01857822492
333	0.01857696509
334	0.01857674504
335	0.01857644074
336	0.01857536155
337	0.01857505741
338	0.01857481628
339	0.01857447606
340	0.01857417792
341	0.01857395989
342	0.01857379694
343	0.01857357944
344	0.01857337715
345	0.01857316971
346	0.01857281836
347	0.01857263324
348	0.01857239497
349	0.01857217332
350	0.01857195473
351	0.01857158061
352	0.0185711596
353	0.0185708328
354	0.01856987516
355	0.01856968582
356	0.01856942529
357	0.01856905112
358	0.01856883342
359	0.01856865533
360	0.01856849073
361	0.01856830092
362	0.01856808436
363	0.01856793718
364	0.01856757756
365	0.01856737221
366	0.01856719987
367	0.01856689986
368	0.01856670188
369	0.01856640431
370	0.01856601278
371	0.01856583645
372	0.01856566822
373	0.0185654101
374	0.0185651611
375	0.01856495638
376	0.01856479519
377	0.0185644735
378	0.01856422651
379	0.01856395782
380	0.0185635879
381	0.01856340401
382	0.01856321935
383	0.01856248333
384	0.01856221651
385	0.01856180243
386	0.0185616263
387	0.01856107241
388	0.01856077037
389	0.01856056951
390	0.01856035108
391	0.01856006534
392	0.018559901
393	0.01855957122
394	0.01855941669
395	0.01855925645
396	0.01855906903
397	0.01855891278
398	0.01855874431
399	0.01855853847
400	0.01855840848
401	0.01855825339
402	0.01855808856
403	0.01855787941
404	0.01855767379
405	0.01855742733
406	0.01855725323
407	0.01855666402
408	0.01855644021
409	0.01855620217
410	0.01855603396
411	0.01855585704
412	0.01855549905
413	0.01855538261
414	0.01855521488
415	0.01855491179
416	0.01855468029
417	0.01855450902
418	0.01855439591
419	0.01855423892
420	0.01855410788
421	0.01855335903
422	0.01855315322
423	0.01855299948
424	0.01855282895
425	0.01855264316
426	0.01855218036
427	0.01855198684
428	0.01855182168
429	0.01855141455
430	0.0185512425
431	0.01855092093
432	0.01855079934
433	0.01855065029
434	0.01855044169
435	0.01855024518
436	0.01854999022
437	0.01854968361
438	0.01854948113
439	0.01854927729
440	0.01854900426
441	0.01854870888
442	0.01854793068
443	0.01854768589
444	0.01854746873
445	0.01854730346
446	0.01854720401
447	0.01854711385
448	0.01854685305
449	0.01854668737
450	0.01854638806
451	0.01854628751
452	0.01854599276
453	0.0185456682
454	0.01854548335
455	0.01854520977
456	0.01854507718
457	0.01854490105
458	0.01854469999
459	0.01854449726
460	0.01854427238
461	0.01854414184
462	0.01854400348
463	0.01854387254
464	0.01854373656
465	0.01854355465
466	0.01854338684
467	0.01854323792
468	0.01854293407
469	0.01854263763
470	0.01854250028
471	0.01854236055
472	0.01854207788
473	0.01854190331
474	0.01854163429
475	0.01854131567
476	0.01854117048
477	0.01854099334
478	0.01854036682
479	0.01854022748
480	0.01854009744
481	0.01853989021
482	0.01853975881
483	0.01853958694
484	0.01853943778
485	0.0185393245
486	0.01853916464
487	0.01853895054
488	0.01853882783
489	0.01853857313
490	0.01853833624
491	0.01853803232
492	0.01853788504
493	0.01853768338
494	0.0185374675
495	0.01853724429
496	0.01853668736
497	0.01853645293
498	0.01853589117
499	0.01853539463
500	0.01853517851
501	0.01853503196
502	0.0185348616
503	0.01853465714
504	0.01853441132
505	0.01853415902
506	0.01853398149
507	0.01853377921
508	0.01853361411
509	0.018533487
510	0.01853332042
511	0.018533191
512	0.01853292267
513	0.01853279019
514	0.01853268049
515	0.01853242955
516	0.01853225841
517	0.01853205928
518	0.01853193093
519	0.01853171336
520	0.01853151273
521	0.01853134945
522	0.01853117516
523	0.01853074381
524	0.01853057371
525	0.01853044729
526	0.01853015534
527	0.01853002078
528	0.01852980062
529	0.01852967007
530	0.01852948608
531	0.01852927954
532	0.01852903705
533	0.0185287614
534	0.01852862944
535	0.01852850289
536	0.01852828092
537	0.0185278836
538	0.01852779215
539	0.01852764568
540	0.01852739695
541	0.01852716821
542	0.01852705943
543	0.01852678899
544	0.01852664831
545	0.01852646936
546	0.01852602125
547	0.01852590849
548	0.01852574148
549	0.01852565271
550	0.01852549787
551	0.01852530676
552	0.01852522036
553	0.01852500848
554	0.01852485825
555	0.01852454706
556	0.01852439622
557	0.01852427453
558	0.01852406447
559	0.01852391755
560	0.01852367814
561	0.0185235875
562	0.01852340605
563	0.01852311166
564	0.01852297805
565	0.01852287133
566	0.01852274204
567	0.01852257518
568	0.01852242686
569	0.01852218827
570	0.01852204962
571	0.01852193678
572	0.01852169605
573	0.01852154722
574	0.01852144992
575	0.01852136595
576	0.01852117859
577	0.0185210902
578	0.01852090322
579	0.01852074184
580	0.01852058255
581	0.01852040487
582	0.01852019645
583	0.01851995243
584	0.01851975402
585	0.01851950658
586	0.0185194086
587	0.01851914534
588	0.01851895594
589	0.01851872725
590	0.01851859926
591	0.01851845266
592	0.0185182923
593	0.01851812187
594	0.01851804594
595	0.01851782867
596	0.01851766262
597	0.018517431
598	0.0185172638
599	0.01851711696
600	0.01851682981
601	0.0185164928
602	0.01851635144
603	0.0185162494
604	0.01851606705
605	0.01851592773
606	0.01851582326
607	0.01851560096
608	0.0185155448
609	0.01851536885
610	0.0185152079
611	0.01851507042
612	0.01851483804
613	0.01851460846
614	0.01851444937
615	0.01851423746
616	0.01851404992
617	0.01851393687
618	0.01851372793
619	0.01851358604
620	0.01851344857
621	0.01851334182
622	0.01851315527
623	0.01851294284
624	0.01851281656
625	0.01851260572
626	0.01851231324
627	0.01851214937
628	0.01851203456
629	0.01851193732
630	0.01851175536
631	0.01851156805
632	0.01851129781
633	0.01851111708
634	0.01851073199
635	0.01851048861
636	0.01851037445
637	0.01851027744
638	0.01851021985
639	0.01851000551
640	0.01850982628
641	0.01850968633
642	0.01850957003
643	0.01850931719
644	0.01850918018
645	0.01850911381
646	0.01850896566
647	0.0185087794
648	0.01850869568
649	0.01850851226
650	0.01850830242
651	0.01850818677
652	0.01850805353
653	0.01850798008
654	0.01850778995
655	0.01850764427
656	0.01850752446
657	0.01850737575
658	0.01850724677
659	0.01850718432
660	0.01850712925
661	0.01850702864
662	0.01850684609
663	0.01850669558
664	0.01850663275
665	0.01850647554
666	0.01850630325
667	0.01850612745
668	0.01850607662
669	0.01850572146
670	0.01850559047
671	0.01850541926
672	0.01850510143
673	0.01850491897
674	0.01850466085
675	0.01850452932
676	0.01850438884
677	0.01850425182
678	0.01850409914
679	0.0185039428
680	0.01850379956
681	0.01850363445
682	0.01850351632
683	0.01850339143
684	0.01850323783
685	0.01850304536
686	0.01850291969
687	0.01850263802
688	0.01850247888
689	0.01850233851
690	0.01850222087
691	0.01850212384
692	0.01850198323
693	0.01850179053
694	0.01850167648
695	0.01850151596
696	0.01850134952
697	0.01850125882
698	0.01850108415
699	0.01850095548
700	0.01850086002
701	0.01850064405
702	0.01850046693
703	0.01850027373
704	0.01850015428
705	0.01850001523
706	0.01849987255
707	0.01849968499
708	0.01849959456
709	0.01849954183
710	0.01849938499
711	0.01849925407
712	0.01849915804
713	0.01849895969
714	0.01849879234
715	0.01849867617
716	0.01849851891
717	0.01849834517
718	0.01849819989
719	0.01849800633
720	0.01849789781
721	0.01849775299
722	0.01849762487
723	0.01849752021
724	0.01849726465
725	0.01849723537
726	0.01849717894
727	0.01849704931
728	0.01849689615
729	0.01849677244
730	0.01849661422
731	0.0184964715
732	0.01849642575
733	0.01849629707
734	0.0184962592
735	0.01849612136
736	0.01849595517
737	0.01849566155
738	0.01849555581
739	0.0184953592
740	0.01849521568
741	0.01849512439
742	0.01849498721
743	0.01849480319
744	0.01849470795
745	0.0184943316
746	0.01849419704
747	0.01849406961
748	0.0184939337
749	0.01849378133
750	0.01849364069
751	0.01849360041
752	0.01849346377
753	0.01849336966
754	0.01849323513
755	0.01849313744
756	0.01849297625
757	0.01849295165
758	0.01849279611
759	0.01849268284
760	0.01849255957
761	0.01849235614
762	0.01849224694
763	0.01849206887
764	0.01849195397
765	0.01849184686
766	0.01849165642
767	0.0184916129
768	0.01849152367
769	0.01849132224
770	0.01849128861
771	0.01849113137
772	0.0184908752
773	0.01849075006
774	0.01849069967
775	0.0184905626
776	0.0184902688
777	0.01849012929
778	0.01849008087
779	0.01848990131
780	0.01848976369
781	0.01848963839
782	0.01848933905
783	0.01848908458
784	0.01848899944
785	0.01848894825
786	0.01848879887
787	0.01848857938
788	0.01848839606
789	0.01848825314
790	0.01848817941
791	0.01848802916
792	0.01848786982
793	0.01848772937
794	0.0184876554
795	0.01848742697
796	0.01848728038
797	0.01848706375
798	0.01848690165
799	0.01848686437
800	0.01848664993
801	0.01848645375
802	0.0184862393
803	0.01848599097
804	0.01848583017
805	0.01848569104
806	0.01848554584
807	0.01848537166
808	0.01848534809
809	0.01848523745
810	0.01848520741
811	0.01848506532
812	0.01848493222
813	0.01848473381
814	0.01848460705
815	0.01848449921
816	0.01848432377
817	0.01848415996
818	0.01848398621
819	0.01848386773
820	0.01848382888
821	0.01848372092
822	0.01848355091
823	0.01848340706
824	0.01848331308
825	0.01848318398
826	0.01848301814
827	0.01848285639
828	0.01848273303
829	0.01848270314
830	0.01848251177
831	0.0184823536
832	0.01848221321
833	0.01848195879
834	0.0184818339
835	0.0184816912
836	0.01848156232
837	0.01848138405
838	0.01848133751
839	0.01848108081
840	0.0184809899
841	0.01848091504
842	0.01848076858
843	0.01848063306
844	0.01848043005
845	0.0184803816
846	0.01848016416
847	0.01847998917
848	0.01847984288
849	0.01847972734
850	0.018479577
851	0.01847940811
852	0.01847929099
853	0.01847925867
854	0.01847905557
855	0.01847888668
856	0.01847881389
857	0.01847873997
858	0.01847872583
859	0.01847860717
860	0.01847844217
861	0.0184783072
862	0.01847828365
863	0.01847820908
864	0.01847811199
865	0.0184779922
866	0.01847793637
867	0.01847785506
868	0.01847779607
869	0.01847766534
870	0.01847748856
871	0.01847737403
872	0.01847723276
873	0.01847710003
874	0.0184769272
875	0.01847672913
876	0.01847655227
877	0.01847640493
878	0.01847631425
879	0.01847618963
880	0.01847606948
881	0.01847586408
882	0.01847574364
883	0.01847560186
884	0.01847549502
885	0.0184753278
886	0.01847520994
887	0.01847510803
888	0.01847503647
889	0.01847497137
890	0.01847487214
891	0.01847469236
892	0.01847456047
893	0.01847446409
894	0.01847433991
895	0.01847418272
896	0.01847400808
897	0.01847386088
898	0.01847369814
899	0.01847354675
900	0.01847342012
901	0.01847322194
902	0.0184731474
903	0.01847301267
904	0.01847289273
905	0.0184727328
906	0.01847264534
907	0.01847242413
908	0.01847232086
909	0.01847219124
910	0.01847205922
911	0.01847194174
912	0.018471825
913	0.01847174917
914	0.0184715572
915	0.01847137178
916	0.01847128194
917	0.01847113496
918	0.01847098603
919	0.01847084459
920	0.01847071542
921	0.01847044741
922	0.01847032215
923	0.01847021774
924	0.01847008031
925	0.0184699983
926	0.01846985016
927	0.01846969437
928	0.01846951008
929	0.0184693622
930	0.018469268
931	0.01846908531
932	0.01846893401
933	0.01846880362
934	0.01846873033
935	0.01846863345
936	0.01846851799
937	0.01846840177
938	0.01846825712
939	0.01846812219
940	0.0184679735
941	0.01846784899
942	0.01846773814
943	0.01846757969
944	0.0184674524
945	0.01846723304
946	0.0184670981
947	0.01846699413
948	0.01846679507
949	0.01846660279
950	0.01846649171
951	0.01846640664
952	0.01846628609
953	0.01846615506
954	0.01846599278
955	0.01846580595
956	0.0184657128
957	0.01846559369
958	0.01846546802
959	0.01846541518
960	0.0184652473
961	0.01846508256
962	0.01846497287
963	0.01846473589
964	0.01846462185
965	0.0184644553
966	0.01846432475
967	0.01846410581
968	0.01846396567
969	0.01846385322
970	0.01846379559
971	0.01846368169
972	0.01846354146
973	0.01846331804
974	0.01846317295
975	0.01846305789
976	0.01846288622
977	0.01846276936
978	0.01846265656
979	0.01846254607
980	0.01846237739
981	0.01846218225
982	0.01846209894
983	0.01846194189
984	0.01846188768
985	0.01846173549
986	0.01846151611
987	0.01846144412
988	0.01846135372
989	0.01846105624
990	0.0184609887
991	0.01846086931
992	0.01846074558
993	0.01846059099
994	0.01846048864
995	0.01846036731
996	0.01846025418
997	0.01846013154
998	0.01846011067
999	0.01845990745
5733
